shipment_id,purchase_order_id,origin_country,destination_country,shipment_date,estimated_arrival_date,actual_arrival_date,shipping_method,freight_cost,import_duty,other_import_cost,shipment_status
SHIP001332,PO000945,UK,UK,2025-03-07,2025-03-06,2025-03-13,Road Freight,3902.9,0.0,71.21,Delivered
SHIP001333,PO001574,China,UK,2026-05-03,2026-06-08,2026-06-08,Air Freight,1148.18,254.78,141.86,Delivered
SHIP001334,PO000272,China,UK,2025-12-26,2026-02-08,2026-02-08,Rail Freight,2903.75,139.67,193.77,Delivered
SHIP001335,PO000353,India,UK,2025-05-02,2025-06-05,2025-06-05,Sea Freight,393.17,580.21,327.53,Delivered
SHIP001336,PO001879,India,UK,2025-05-27,2025-07-02,2025-07-03,Air Freight,637.87,385.63,275.52,Delivered
SHIP001337,PO001103,China,UK,2025-04-27,2025-05-30,2025-06-02,Air Freight,514.47,786.37,290.3,Delivered
SHIP001338,PO000541,India,UK,2025-11-14,2025-12-10,2025-12-13,Air Freight,2794.16,722.9,238.06,Delivered
SHIP001339,PO001074,India,UK,2025-11-28,2025-12-24,2025-12-31,Air Freight,734.55,1466.38,119.36,Delivered
SHIP001340,PO000806,UK,UK,2025-09-02,2025-09-03,2025-09-06,Road Freight,220.49,0.0,494.77,Delayed
SHIP001341,PO001751,China,UK,2025-04-07,2025-05-21,2025-05-21,Sea Freight,3469.49,557.87,363.27,Delivered
SHIP001342,PO000799,UK,UK,2025-11-02,2025-11-02,2025-11-02,Courier,934.78,0.0,412.74,Delivered
SHIP001343,PO001320,UK,UK,2025-08-17,2025-08-12,2025-08-12,Courier,2429.4,0.0,223.34,Delivered
SHIP001344,PO001276,UK,UK,2026-05-01,2026-05-02,2026-05-02,Road Freight,154.01,0.0,469.7,Delivered
SHIP001345,PO001465,China,UK,2025-03-23,2025-05-16,2025-05-23,Rail Freight,3542.77,1139.24,197.87,Delayed
SHIP001346,PO001982,India,UK,2026-07-23,2026-08-14,2026-08-17,Air Freight,3769.33,832.21,201.94,Delayed
SHIP001347,PO000547,China,UK,2025-05-17,2025-06-17,2025-06-17,Sea Freight,1530.43,656.37,108.98,Delivered
SHIP001348,PO000028,UK,UK,2026-06-28,2026-07-01,2026-07-01,Courier,878.54,0.0,76.63,Delivered
SHIP001349,PO000374,India,UK,2025-08-27,2025-09-19,2025-09-19,Air Freight,1328.35,703.5,351.28,Delivered
SHIP001350,PO001352,UK,UK,2025-06-11,2025-06-11,2025-06-11,Courier,2571.65,0.0,373.84,Delivered
SHIP001351,PO001389,UK,UK,2026-01-12,2026-01-12,2026-01-13,Road Freight,1719.96,0.0,477.59,Delayed
SHIP001352,PO001683,China,UK,2025-06-04,2025-07-07,2025-07-07,Rail Freight,4058.49,712.43,87.87,Delivered
SHIP001353,PO000358,China,UK,2026-03-12,2026-04-30,2026-05-07,Air Freight,1291.87,1246.69,98.88,Delivered
SHIP001354,PO000455,China,UK,2025-07-22,2025-09-07,2025-09-07,Rail Freight,3566.72,1499.9,451.96,Delivered
SHIP001355,PO000498,India,UK,2025-11-13,2025-12-15,2025-12-15,Air Freight,2769.21,908.15,75.28,Delivered
SHIP001356,PO000229,China,UK,2025-04-23,2025-06-04,2025-06-11,Sea Freight,728.33,1218.09,327.4,Delayed
SHIP001357,PO000961,UK,UK,2026-05-18,2026-05-20,2026-05-27,Road Freight,1348.67,0.0,325.55,Delayed
SHIP001358,PO001300,China,UK,2025-03-30,2025-05-10,2025-05-13,Sea Freight,4324.27,1044.79,212.54,Delivered
SHIP001359,PO001596,China,UK,2026-04-20,2026-05-27,2026-05-27,Rail Freight,2983.27,121.18,274.46,Delivered
SHIP001360,PO001070,China,UK,2026-04-17,2026-06-02,2026-06-02,Air Freight,1322.05,674.33,152.55,Delivered
SHIP001361,PO001947,India,UK,2025-01-15,2025-02-07,2025-02-07,Air Freight,1270.81,188.28,134.45,Delivered
SHIP001362,PO000099,India,UK,2025-02-07,2025-03-03,2025-03-06,Sea Freight,2315.57,246.51,223.2,Delayed
SHIP001363,PO001067,India,UK,2025-02-01,2025-02-22,2025-02-22,Air Freight,4447.94,977.58,255.8,Delivered
SHIP001364,PO001137,India,UK,2026-02-02,2026-02-23,2026-02-26,Air Freight,1657.57,1083.99,473.84,Delayed
SHIP001365,PO001160,India,UK,2025-04-10,2025-05-17,2025-05-18,Sea Freight,1974.88,1264.01,495.74,Delivered
SHIP001366,PO001906,China,UK,2026-01-24,2026-02-25,2026-03-04,Rail Freight,759.54,1428.47,475.22,Delayed
SHIP001367,PO001385,India,UK,2026-06-02,2026-06-25,2026-06-25,Air Freight,626.13,1484.59,333.58,Delivered
SHIP001368,PO000729,China,UK,2025-02-20,2025-03-24,2025-03-24,Sea Freight,3303.15,130.16,417.86,Delivered
SHIP001369,PO001799,China,UK,2025-10-28,2025-12-20,2025-12-20,Air Freight,2649.16,1427.84,68.65,Delivered
SHIP001370,PO001053,UK,UK,2025-11-04,2025-11-08,2025-11-08,Courier,4994.73,0.0,464.81,Delivered
SHIP001371,PO000162,India,UK,2026-05-16,2026-06-19,2026-06-19,Air Freight,997.88,708.39,76.42,Delivered
SHIP001372,PO001167,China,UK,2026-06-13,2026-08-01,2026-08-01,Air Freight,4603.07,1459.13,495.6,Delivered
SHIP001373,PO001722,UK,UK,2025-08-19,2025-08-15,2025-08-15,Courier,4776.83,0.0,250.23,Delivered
SHIP001374,PO001997,China,UK,2026-01-01,2026-02-02,2026-02-05,Sea Freight,1343.19,1126.93,195.3,Delivered
SHIP001375,PO000828,India,UK,2025-12-01,2025-12-31,2026-01-03,Sea Freight,4813.0,1399.19,460.67,Delayed
SHIP001376,PO000609,China,UK,2026-02-23,2026-04-09,2026-04-09,Air Freight,4165.79,644.63,137.67,Delivered
SHIP001377,PO000736,India,UK,2026-05-06,2026-05-30,2026-05-30,Air Freight,2114.08,1384.38,497.84,Delivered
SHIP001378,PO001285,China,UK,2026-02-19,2026-03-23,2026-03-23,Air Freight,3454.58,590.53,277.68,Delivered
SHIP001379,PO001371,India,UK,2025-01-11,2025-02-07,2025-02-07,Sea Freight,2390.67,755.66,356.65,Delivered
SHIP001380,PO001820,UK,UK,2026-06-22,2026-06-24,2026-06-24,Courier,875.98,0.0,263.38,Delivered
SHIP001381,PO001335,China,UK,2025-01-13,2025-03-04,2025-03-05,Air Freight,2635.82,659.89,404.41,Delivered
SHIP001382,PO000513,UK,UK,2026-05-13,2026-05-12,2026-05-12,Road Freight,3402.3,0.0,265.62,Delivered
SHIP001383,PO000587,China,UK,2026-05-21,2026-07-12,2026-07-12,Sea Freight,1270.43,121.77,362.04,Delivered
SHIP001384,PO001212,UK,UK,2025-05-02,2025-04-29,2025-04-29,Road Freight,4467.28,0.0,410.66,Delivered
SHIP001385,PO001189,India,UK,2025-10-11,2025-11-12,2025-11-12,Air Freight,4838.16,421.81,275.63,Delivered
SHIP001386,PO000840,China,UK,2026-07-24,2026-09-16,2026-09-16,Rail Freight,3531.8,1440.24,210.64,Delivered
SHIP001387,PO000538,UK,UK,2025-07-02,2025-07-06,2025-07-06,Road Freight,816.48,0.0,433.14,Delivered
SHIP001388,PO000666,China,UK,2026-06-19,2026-07-30,2026-07-30,Sea Freight,1554.02,679.71,328.53,Delivered
SHIP001389,PO001475,China,UK,2026-05-27,2026-07-13,2026-07-13,Air Freight,2938.38,1242.39,314.71,Delivered
SHIP001390,PO001794,China,UK,2025-01-29,2025-03-10,2025-03-13,Air Freight,2135.61,475.3,134.95,Delivered
SHIP001391,PO001222,China,UK,2025-05-06,2025-06-30,2025-07-01,Sea Freight,547.31,1066.64,490.09,Delayed
SHIP001392,PO000829,China,UK,2025-03-02,2025-04-13,2025-04-16,Air Freight,4707.87,1017.96,482.7,Delayed
SHIP001393,PO000123,China,UK,2025-01-08,2025-02-24,2025-02-24,Sea Freight,258.14,391.36,154.0,Delivered
SHIP001394,PO000777,China,UK,2026-01-02,2026-02-18,2026-02-19,Sea Freight,4047.78,822.67,412.23,Delivered
SHIP001395,PO001690,China,UK,2025-02-17,2025-04-01,2025-04-01,Air Freight,3858.94,605.36,490.07,Delivered
SHIP001396,PO001148,China,UK,2025-11-08,2025-12-24,2025-12-25,Sea Freight,3817.98,1158.33,66.46,Delayed
SHIP001397,PO000873,India,UK,2026-06-29,2026-08-01,2026-08-01,Air Freight,473.86,943.23,102.67,Delivered
SHIP001398,PO000126,China,UK,2025-03-08,2025-04-23,2025-04-23,Air Freight,745.55,349.23,224.32,Delivered
SHIP001399,PO000689,UK,UK,2025-05-11,2025-05-13,2025-05-13,Road Freight,3248.11,0.0,256.98,Delivered
SHIP001400,PO001907,India,UK,2026-07-06,2026-08-05,2026-08-12,Air Freight,3622.76,555.64,76.31,Delivered
SHIP001401,PO000668,China,UK,2025-10-13,2025-12-05,2025-12-05,Air Freight,3394.55,826.75,386.46,Delivered
SHIP001402,PO000389,UK,UK,2026-07-15,2026-07-17,2026-07-18,Courier,4994.4,0.0,148.02,Delivered
SHIP001403,PO000283,India,UK,2025-10-22,2025-11-22,2025-11-29,Sea Freight,4942.2,824.55,198.61,Delivered
SHIP001404,PO000688,China,UK,2025-05-02,2025-06-26,2025-06-29,Sea Freight,2136.63,400.18,142.69,Delivered
SHIP001405,PO000989,China,UK,2026-02-02,2026-03-19,2026-03-19,Air Freight,4810.08,1192.28,91.85,Delivered
SHIP001406,PO000865,China,UK,2025-12-03,2026-01-10,2026-01-11,Rail Freight,4199.43,744.99,442.39,Delivered
SHIP001407,PO000912,China,UK,2025-12-15,2026-02-10,2026-02-13,Air Freight,3701.07,526.08,284.12,Delivered
SHIP001408,PO000052,China,UK,2025-08-22,2025-10-07,2025-10-07,Sea Freight,3859.4,414.38,60.24,Delivered
SHIP001409,PO001453,China,UK,2025-10-06,2025-11-08,2025-11-11,Air Freight,4475.62,998.54,388.73,Delivered
SHIP001410,PO001710,China,UK,2025-06-17,2025-08-08,2025-08-08,Rail Freight,2019.75,1298.45,180.06,Delivered
SHIP001411,PO001048,China,UK,2025-12-25,2026-02-03,2026-02-03,Sea Freight,2329.29,558.41,63.64,Delivered
SHIP001412,PO000924,China,UK,2025-04-11,2025-06-07,2025-06-07,Rail Freight,477.91,868.72,299.36,Delivered
SHIP001413,PO000811,China,UK,2025-05-16,2025-06-22,2025-06-23,Rail Freight,3075.77,1407.35,300.52,Delivered
SHIP001414,PO001292,China,UK,2025-11-14,2025-12-28,2026-01-04,Air Freight,3184.1,1086.04,121.78,Delayed
SHIP001415,PO001999,China,UK,2025-10-09,2025-11-19,2025-11-20,Sea Freight,2508.2,168.12,427.22,Delayed
SHIP001416,PO000005,China,UK,2026-04-17,2026-06-09,2026-06-09,Rail Freight,4189.31,245.24,422.99,Delivered
SHIP001417,PO001060,India,UK,2026-06-13,2026-07-15,2026-07-15,Sea Freight,3561.31,592.01,342.09,Delivered
SHIP001418,PO001726,UK,UK,2026-02-17,2026-02-21,2026-02-21,Road Freight,2179.83,0.0,469.74,Delivered
SHIP001419,PO000278,China,UK,2025-06-27,2025-08-05,2025-08-12,Sea Freight,4411.11,995.32,190.12,Delayed
SHIP001420,PO001818,India,UK,2025-03-22,2025-04-10,2025-04-10,Sea Freight,4425.04,998.53,456.05,Delivered
SHIP001421,PO001834,India,UK,2026-01-03,2026-01-30,2026-01-30,Air Freight,1078.38,821.39,342.51,Delivered
SHIP001422,PO000467,China,UK,2025-03-01,2025-04-15,2025-04-22,Sea Freight,3734.11,1182.7,368.01,Delayed
SHIP001423,PO001059,India,UK,2026-03-06,2026-04-01,2026-04-01,Sea Freight,3084.63,782.98,236.51,Delivered
SHIP001424,PO001144,China,UK,2025-03-04,2025-04-15,2025-04-18,Sea Freight,1493.59,176.62,51.33,Delivered
SHIP001425,PO000880,India,UK,2025-06-08,2025-07-02,2025-07-02,Air Freight,3079.15,223.33,97.67,Delivered
SHIP001426,PO001797,India,UK,2026-05-05,2026-05-29,2026-06-01,Air Freight,1821.76,784.5,491.75,Delayed
SHIP001427,PO000321,UK,UK,2026-03-27,2026-03-28,2026-03-31,Courier,1472.47,0.0,158.39,Delayed
SHIP001428,PO001444,UK,UK,2025-08-11,2025-08-10,2025-08-10,Road Freight,238.32,0.0,197.73,Delivered
SHIP001429,PO001555,India,UK,2025-08-15,2025-09-19,2025-09-20,Air Freight,1784.94,856.47,69.36,Delivered
SHIP001430,PO000331,China,UK,2025-05-20,2025-06-18,2025-07-02,Rail Freight,3663.65,1073.54,433.54,Delivered
SHIP001431,PO000158,India,UK,2026-06-22,2026-07-27,2026-08-10,Air Freight,3798.13,1282.09,393.61,Delayed
SHIP001432,PO001220,UK,UK,2025-05-27,2025-06-01,2025-06-01,Road Freight,2550.43,0.0,299.3,Delivered
SHIP001433,PO001286,China,UK,2025-08-23,2025-09-25,2025-09-25,Sea Freight,350.73,1358.75,208.6,Delivered
SHIP001434,PO000603,India,UK,2026-04-26,2026-05-17,2026-05-20,Sea Freight,313.13,751.47,464.58,Delayed
SHIP001435,PO000056,India,UK,2026-04-22,2026-05-21,2026-05-21,Sea Freight,1225.21,1125.48,447.87,Delivered
SHIP001436,PO001550,China,UK,2026-02-26,2026-04-15,2026-04-18,Sea Freight,497.89,962.92,200.84,Delayed
SHIP001437,PO000762,China,UK,2025-10-12,2025-11-26,2025-11-29,Sea Freight,4212.73,637.56,183.12,Delayed
SHIP001438,PO000876,China,UK,2025-04-15,2025-05-31,2025-05-31,Sea Freight,209.09,1329.64,88.54,Delivered
SHIP001439,PO001457,China,UK,2025-02-01,2025-03-20,2025-03-27,Rail Freight,3726.8,1497.88,381.17,Delivered
SHIP001440,PO001184,China,UK,2025-01-16,2025-02-20,2025-02-23,Rail Freight,4197.36,513.75,209.97,Delayed
SHIP001441,PO001238,China,UK,2025-01-17,2025-02-15,2025-02-16,Air Freight,1618.88,557.55,425.66,Delivered
SHIP001442,PO000495,UK,UK,2025-06-05,2025-06-11,2025-06-11,Courier,2584.51,0.0,339.98,Delivered
SHIP001443,PO001028,China,UK,2026-04-20,2026-06-04,2026-06-04,Air Freight,1896.04,1142.94,298.81,Delivered
SHIP001444,PO000686,India,UK,2025-10-25,2025-11-27,2025-12-04,Air Freight,4875.35,844.44,494.78,Delayed
SHIP001445,PO000420,UK,UK,2025-11-04,2025-11-07,2025-11-07,Road Freight,908.84,0.0,277.88,Delivered
SHIP001446,PO000537,China,UK,2026-01-02,2026-02-20,2026-02-21,Rail Freight,814.21,454.88,334.92,Delayed
SHIP001447,PO000338,China,UK,2025-03-02,2025-04-08,2025-04-08,Air Freight,3536.23,158.24,444.38,Delivered
SHIP001448,PO000024,China,UK,2025-08-31,2025-10-22,2025-10-22,Air Freight,3209.3,1467.12,211.22,Delivered
SHIP001449,PO000717,China,UK,2025-10-22,2025-11-28,2025-12-01,Air Freight,194.93,382.27,62.14,Delayed
SHIP001450,PO000041,China,UK,2025-10-28,2025-12-01,2025-12-15,Sea Freight,195.46,796.78,197.32,Delayed
SHIP001451,PO000952,China,UK,2025-07-24,2025-09-19,2025-09-20,Air Freight,2079.36,316.12,256.33,Delayed
SHIP001452,PO000870,UK,UK,2026-03-05,2026-03-03,2026-03-10,Courier,383.77,0.0,436.99,Delivered
SHIP001453,PO001802,China,UK,2025-09-03,2025-10-06,2025-10-07,Rail Freight,4333.46,857.0,454.53,Delivered
SHIP001454,PO000428,China,UK,2026-07-21,2026-09-07,2026-09-07,Sea Freight,914.03,972.2,198.79,Delivered
SHIP001455,PO000971,China,UK,2026-04-06,2026-05-23,2026-05-23,Rail Freight,3494.14,903.19,100.99,Delivered
SHIP001456,PO000564,India,UK,2025-10-24,2025-11-20,2025-11-21,Sea Freight,249.45,1299.55,419.85,Delayed
SHIP001457,PO000796,India,UK,2026-03-03,2026-03-28,2026-03-28,Air Freight,894.21,1341.2,394.94,Delivered
SHIP001458,PO001127,China,UK,2026-07-01,2026-08-06,2026-08-06,Sea Freight,1142.9,541.86,273.88,Delivered
SHIP001459,PO001272,China,UK,2026-03-19,2026-04-30,2026-04-30,Air Freight,3282.51,797.9,473.84,Delivered
SHIP001460,PO000259,India,UK,2026-07-15,2026-08-11,2026-08-11,Sea Freight,3998.02,1447.32,464.12,Delivered
SHIP001461,PO001498,China,UK,2026-07-02,2026-07-31,2026-07-31,Air Freight,1291.61,812.63,281.53,Delivered
SHIP001462,PO001197,China,UK,2025-09-16,2025-11-05,2025-11-05,Rail Freight,1399.42,1205.67,490.13,Delivered
SHIP001463,PO000823,India,UK,2025-01-26,2025-02-16,2025-02-16,Sea Freight,157.65,978.34,278.5,Delivered
SHIP001464,PO001747,India,UK,2026-02-10,2026-03-09,2026-03-10,Sea Freight,690.8,727.08,302.85,Delayed
SHIP001465,PO000515,UK,UK,2025-04-15,2025-04-20,2025-04-20,Courier,2892.72,0.0,314.52,Delivered
SHIP001466,PO000163,India,UK,2025-01-16,2025-02-10,2025-02-10,Air Freight,1335.8,1177.68,118.73,Delivered
SHIP001467,PO001018,China,UK,2025-07-15,2025-08-24,2025-08-25,Air Freight,1362.45,1213.32,316.06,Delivered
SHIP001468,PO000899,China,UK,2025-08-03,2025-09-25,2025-09-25,Sea Freight,4230.97,1463.26,263.68,Delivered
SHIP001469,PO001388,India,UK,2025-06-12,2025-07-13,2025-07-14,Sea Freight,2630.27,246.82,78.83,Delivered
SHIP001470,PO000658,China,UK,2026-01-15,2026-02-27,2026-02-27,Rail Freight,3036.79,661.02,339.79,Delivered
SHIP001471,PO000718,India,UK,2026-02-26,2026-03-27,2026-03-27,Sea Freight,365.67,1316.13,490.83,Delivered
SHIP001472,PO001559,India,UK,2025-09-01,2025-10-05,2025-10-05,Sea Freight,4536.79,467.23,109.76,Delivered
SHIP001473,PO000598,UK,UK,2025-09-06,2025-09-03,2025-09-03,Road Freight,751.54,0.0,200.7,Delivered
SHIP001474,PO001908,China,UK,2025-04-21,2025-06-07,2025-06-07,Rail Freight,1917.51,850.51,409.95,Delivered
SHIP001475,PO000022,India,UK,2025-10-11,2025-11-09,2025-11-09,Sea Freight,2661.2,611.56,306.8,Delivered
SHIP001476,PO000134,China,UK,2025-07-12,2025-08-14,2025-08-14,Sea Freight,490.22,1249.64,280.34,Delivered
SHIP001477,PO001425,China,UK,2025-05-25,2025-07-22,2025-07-22,Sea Freight,2032.53,921.18,350.68,Delivered
SHIP001478,PO001354,China,UK,2025-06-16,2025-07-30,2025-08-06,Sea Freight,3571.67,1302.24,151.27,Delivered
SHIP001479,PO001966,India,UK,2025-05-04,2025-05-26,2025-05-27,Air Freight,4510.62,931.6,163.63,Delivered
SHIP001480,PO000979,India,UK,2025-03-01,2025-04-01,2025-04-01,Sea Freight,1356.31,1220.91,120.74,Delivered
SHIP001481,PO001037,UK,UK,2025-04-17,2025-04-22,2025-04-22,Courier,3024.47,0.0,318.01,Delivered
SHIP001482,PO001962,India,UK,2025-05-19,2025-06-15,2025-06-15,Air Freight,3707.4,1028.05,274.39,Delivered
SHIP001483,PO000200,China,UK,2026-03-07,2026-04-09,2026-04-16,Sea Freight,664.91,287.36,54.57,Delivered
SHIP001484,PO001210,China,UK,2025-05-19,2025-07-09,2025-07-09,Rail Freight,3464.15,999.52,285.53,Delivered
SHIP001485,PO001049,China,UK,2025-07-26,2025-09-05,2025-09-05,Rail Freight,3628.77,539.26,496.36,Delivered
SHIP001486,PO001953,China,UK,2025-02-02,2025-03-13,2025-03-13,Rail Freight,1783.99,1188.26,239.48,Delivered
SHIP001487,PO001658,China,UK,2025-09-08,2025-10-19,2025-10-20,Sea Freight,2848.08,912.95,90.96,Delayed
SHIP001488,PO000637,China,UK,2025-02-26,2025-04-06,2025-04-09,Rail Freight,3410.75,979.03,280.07,Delayed
SHIP001489,PO000189,India,UK,2025-07-04,2025-08-01,2025-08-02,Air Freight,3706.93,568.98,274.38,Delayed
SHIP001490,PO000318,India,UK,2025-01-14,2025-02-06,2025-02-13,Air Freight,4935.6,954.66,90.2,Delayed
SHIP001491,PO000522,India,UK,2025-12-10,2026-01-08,2026-01-08,Air Freight,4470.83,680.51,448.37,Delivered
SHIP001492,PO001695,India,UK,2025-05-19,2025-06-12,2025-06-13,Sea Freight,2928.38,157.33,146.38,Delayed
SHIP001493,PO001711,UK,UK,2025-10-15,2025-10-14,2025-10-15,Road Freight,2571.72,0.0,241.94,Delayed
SHIP001494,PO001663,India,UK,2025-06-15,2025-07-17,2025-07-17,Sea Freight,3474.86,983.31,486.42,Delivered
SHIP001495,PO001640,UK,UK,2025-05-11,2025-05-10,2025-05-10,Road Freight,4696.57,0.0,148.58,Delivered
SHIP001496,PO000543,UK,UK,2025-10-14,2025-10-11,2025-10-11,Courier,3174.15,0.0,483.78,Delivered
SHIP001497,PO001983,China,UK,2025-08-26,2025-10-17,2025-10-17,Rail Freight,736.59,1285.14,160.45,Delivered
SHIP001498,PO001136,China,UK,2025-06-23,2025-08-10,2025-08-10,Sea Freight,3324.13,396.34,445.92,Delivered
SHIP001499,PO000502,India,UK,2025-09-14,2025-10-03,2025-10-03,Sea Freight,2016.75,207.32,401.75,Delivered
SHIP001500,PO000166,China,UK,2025-03-20,2025-04-29,2025-04-29,Air Freight,4384.61,721.12,402.31,Delivered
